conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username;sentiment
1.87e+18;Sun Dec 29 09:39:18 +0000 2024;750;Pihak pelapor bernama Alfadjri Aditia Prayoga. Tertulis bahwa Alfadjri melaporkan Rieke atas pernyataan dalam konten di media sosial yang dianggap memprovokasi warga menolak kebijakan PPN 12 persen. https://t.co/AKEQZi87iN https://t.co/dKdcUPX0p4;1.87e+18;https://pbs.twimg.com/media/Gf9OitFaUAANV_Y.jpg;;in;Jakarta;56.0;162.0;283.0;https://x.com/kompascom/status/1873302766145401259;23343960.0;kompascom;neutral
1.87e+18;Tue Dec 31 22:11:05 +0000 2024;0;Tipu Hanya warga 58 si IQ 78 yg percaya PPN tidak menaikan semua barang ketololan hakiki https://t.co/hcpxNWkBk0;1.87e+18;;;in;Indonesia;0.0;0.0;0.0;https://x.com/Dinoxxx721/status/1874216735051833574;1.72e+18;Dinoxxx721;negative
1.87e+18;Tue Dec 17 02:34:01 +0000 2024;9;Pemerintah memutuskan untuk memberikan diskon listrik sebesar 50 persen selama 2 bulan untuk kelompok menengah ke bawah dengan daya 450 volt ampere (VA) hingga 2.200 VA. Diskon ini diberikan untuk meredam dampak dari kenaikan tarif Pajak Pertambahan Nilai (PPN) menjadi 12 persen https://t.co/X0JfhjonJ6;1.87e+18;https://pbs.twimg.com/media/Ge96hXRW8AAGJC9.jpg;;in;;0.0;2.0;1.0;https://x.com/VIVAcoid/status/1868847086571082196;41730943.0;VIVAcoid;neutral
1.87e+18;Wed Dec 25 02:48:45 +0000 2024;11;PDIP menegaskan kenaikan PPN 12 persen untuk kepentingan rakyat https://t.co/Y64lDMD76Z;1.87e+18;;;in;Jakarta, Indonesia;7.0;28.0;5.0;https://x.com/republikaonline/status/1871749896719732830;22126902.0;republikaonline;neutral
1.87e+18;Mon Dec 09 11:04:50 +0000 2024;4;Presiden Prabowo Subianto mengatakan kenaikan PPN dari 11% menjadi 12% di tahun 2025 adalah amanat undang-undang. Namun Presiden menegaskan kenaikan PPN hanya berlaku untuk barang mewah. Presiden Prabowo menjelaskan sejak akhir tahun 2023 pemerintah tidak memungut PPN terhadap https://t.co/Na3JQJuuyZ;1.87e+18;https://pbs.twimg.com/media/GeWituVboAA6Fqx.jpg;;in;;1.0;2.0;1.0;https://x.com/Metro_TV/status/1866076534743896120;57261519.0;Metro_TV;neutral
1.87e+18;Tue Dec 31 22:00:19 +0000 2024;28;Sri Mulyani Tegaskan Kebijakan Prabowo: PPN Tidak Naik! Jakarta - Menteri Keuangan Sri Mulyani Indrawati menegaskan kebijakan Presiden Prabowo Subianto terkait tarif Pajak Pertambahan Nilai (PPN) yang akan berlaku pada 1 Januari 2025. Ia mengatakan barang dan jasa yang https://t.co/Ki0aaDWwOj;1.87e+18;https://pbs.twimg.com/media/GgKLuAQbYAASjld.jpg;;in;;5.0;19.0;17.0;https://x.com/RadioElshinta/status/1874214024738742651;121640063.0;RadioElshinta;neutral
1.87e+18;Tue Dec 31 23:47:27 +0000 2024;2172;Pengumuman ini bukti bahwa penyusunan aturan PPN 12 persen dalam Undang Undang tdk melalui proses yang benar.. Tidak melalui studi yg relevan dan tdk melibatkan partisipasi publik..;1.87e+18;;;in;Bantul, Indonesia;13.0;4.0;1050.0;https://x.com/mfatahilahakbar/status/1874240988371427600;79154216.0;mfatahilahakbar;negative
1.87e+18;Tue Dec 31 11:14:40 +0000 2024;9410;#BREAKINGNEWS Prabowo: PPN 12 Persen Hanya Buat Barang Mewah Macam Jet Pribadi-Yacht https://t.co/xxMqhfzzkO;1.87e+18;;;in;;2575.0;1971.0;1407.0;https://x.com/CNNIndonesia/status/1874051541143085302;17128975.0;CNNIndonesia;neutral
1.87e+18;Tue Dec 31 21:08:26 +0000 2024;0;PPN naik untuk barang mewah. Loh barmew kan udh ada PPnBM kok PPN kena lagi? Ya memang begitu adanya. PPN pajak pertambahan nilai. PPnBM pajak penjualan barang mewah. Cek aja disini. Yg wajib diwaspadai itu provider jasa dan penjual barang yang latah ikutan naikin ppn. https://t.co/KTDWzPvctb;1.87e+18;https://pbs.twimg.com/media/GgJ_1_taMAA1jOv.jpg;;in;Indonesia;0.0;0.0;0.0;https://x.com/nursalr/status/1874200969539707013;1446267349.0;nursalr;negative
1.87e+18;Sun Dec 29 06:05:30 +0000 2024;2;Bagaimana peran kelas menengah Indonesia dalam mencapai Indonesia Emas 2045? Saksikan Indonesia Forward bersama Staf Ahli Menteri Bidang Sosial dan Penanggulangan Kemiskinan Kementerian PPN/Bappenas Pungkas Bahjuri Ali Senin (30/12) pukul 09.30 hanya di CNN Indonesia! #Ad https://t.co/tEg0aY7D6F;1.87e+18;https://pbs.twimg.com/media/Gf8d_tXawAQT5my.jpg;;in;;0.0;5.0;1.0;https://x.com/CNNIndonesia/status/1873248963668918781;17128975.0;CNNIndonesia;neutral
1.87e+18;Mon Dec 16 13:32:04 +0000 2024;3;Kenaikan tarif Pajak Pertambahan Nilai (PPN) menjadi 12 persen akan resmi berlaku pada 1 Januari 2025. Naiknya PPN dari 11 persen ke 12 persen ini juga akan berlaku ke layanan hiburan Netflix dan Spotify. Hal ini pun dipastikan oleh Direktur Jenderal Pajak Kementerian Keuangan https://t.co/tvoanm4xKw;1.87e+18;https://pbs.twimg.com/media/Ge7HjAMWcAANH7i.jpg;;in;;1.0;1.0;2.0;https://x.com/VIVAcoid/status/1868650302993203624;41730943.0;VIVAcoid;neutral
1.87e+18;Tue Dec 31 11:41:49 +0000 2024;2;Pemerintah berkomitmen memberi paket stimulus senilai Rp 38 6 triliun imbas PPN naik dari 11 menjadi 12 persen. https://t.co/XBEyKDsiuM;1.87e+18;;;in;Jakarta, Indonesia;0.0;0.0;3.0;https://x.com/republikaonline/status/1874058375140712866;22126902.0;republikaonline;neutral
1.87e+18;Tue Dec 31 10:41:08 +0000 2024;10;Presiden Prabowo dan Menkeu Sri Mulyani akan umumkan PPN menjadi 12 persen. https://t.co/jInBLbiicG;1.87e+18;;;in;Jakarta, Indonesia;3.0;8.0;5.0;https://x.com/republikaonline/status/1874043103344287940;22126902.0;republikaonline;neutral
1.87e+18;Tue Dec 31 22:10:27 +0000 2024;2;Anak IE semester 1 juga tau naikin PPN di saat daya beli lagi lemah itu buruk. Itu ekon makro dasar. Dan terbukti byk resistensi dari publik. Kok bisa pemangku kebijakan maksain sebegitunya demi tambahan APBN yg ngga seberapa. Sepertinya disetir IMF~;1.87e+18;;;in;Indonesia;0.0;0.0;0.0;https://x.com/saludosparatii/status/1874216573646626910;1.32e+18;saludosparatii;negative
1.87e+18;Tue Dec 31 11:19:22 +0000 2024;121;Presiden Prabowo Subianto resmi mengumumkan kenaikan Pajak Pertambahan Nilai (PPN) sebesar 12 persen mulai tahun 2025. | #PrabowoSubianto #PPN12Persen https://t.co/1tUYzyg6Hx;1.87e+18;;;in;Jakarta;15.0;48.0;20.0;https://x.com/kompascom/status/1874052723433496920;23343960.0;kompascom;neutral
1.87e+18;Tue Dec 31 12:25:21 +0000 2024;9;Daftar Lengkap Barang Mewah yang Kena PPN 12 Persen https://t.co/8ZIf3gySBT;1.87e+18;;;in;;2.0;3.0;7.0;https://x.com/CNNIndonesia/status/1874069328997605787;17128975.0;CNNIndonesia;neutral
1.87e+18;Wed Dec 25 12:37:05 +0000 2024;15;PDIP sempat dituding 'lempar batu sembunyi tangan' di isu kenaikan PPN menjadi 12 persen. https://t.co/hi8xq8oJf5;1.87e+18;;;in;Jakarta, Indonesia;2.0;2.0;6.0;https://x.com/republikaonline/status/1871897956703674596;22126902.0;republikaonline;neutral
1.87e+18;Thu Dec 19 00:24:32 +0000 2024;21;Kenaikan PPN tersebut bisa saja meningkatkan potensi pegawai terkena PHK. Belum lagi serbuan produk China ke Indonesia. https://t.co/6Fztk1Dxxs;1.87e+18;;;in;Jakarta, Indonesia;2.0;3.0;14.0;https://x.com/republikaonline/status/1869539276322689321;22126902.0;republikaonline;neutral
1.87e+18;Tue Dec 31 12:10:18 +0000 2024;55;Prabowo Tegaskan Barang dan Jasa Bahan Pokok Tak Kena PPN 12 Persen https://t.co/8gmoYhRbIW;1.87e+18;;;in;;8.0;9.0;11.0;https://x.com/CNNIndonesia/status/1874065542207914429;17128975.0;CNNIndonesia;neutral
1.87e+18;Mon Dec 23 04:17:28 +0000 2024;4;Pemerintah menaikkan PPN menjadi 12 persen dan resmi berlaku mulai 1 Januari 2025. https://t.co/tga8YiaUsK;1.87e+18;;;in;Jakarta, Indonesia;0.0;2.0;1.0;https://x.com/republikaonline/status/1871047448682168598;22126902.0;republikaonline;neutral
1.87e+18;Tue Dec 31 23:55:56 +0000 2024;3;Ya emang harus ya naik dari awal itu PPnBM. Bukan PPN yang diotak - atik. Mencla - mencle banget pemerintah;1.87e+18;;;in;;0.0;0.0;0.0;https://x.com/hitrewindd/status/1874243123075047673;1.22e+18;hitrewindd;negative
1.87e+18;Mon Dec 30 00:46:08 +0000 2024;5;FOTO: Vonis 6 5 Tahun Bui Harvey Moeis Hingga Aksi Tolak Kenaikan PPN https://t.co/V8xiuwNIkp;1.87e+18;;;in;;0.0;0.0;2.0;https://x.com/CNNIndonesia/status/1873530979383677002;17128975.0;CNNIndonesia;neutral
1.87e+18;Mon Dec 30 05:47:51 +0000 2024;108;Rieke Diah Pitaloka Tak Akan Hadir Sidang Etik MKD soal PPN 12 Persen https://t.co/y3iZRKMb8d;1.87e+18;;;in;;4.0;9.0;24.0;https://x.com/CNNIndonesia/status/1873606908877381830;17128975.0;CNNIndonesia;neutral
1.87e+18;Tue Dec 31 22:28:45 +0000 2024;0;Trend makan 12 Anggur ini jangan2 psyop pemrentah soal PPN 12% https://t.co/HAEbrEkROf;1.87e+18;https://pbs.twimg.com/tweet_video_thumb/GgKSOqabYAENomz.jpg;;in;Jakarta;0.0;1.0;0.0;https://x.com/ALTheDiscreet/status/1874221179172802801;7.47e+17;ALTheDiscreet;neutral
1.87e+18;Tue Dec 31 13:05:47 +0000 2024;3;Sri Mulyani mengungkapkan PPN 12 persen hanya diberlakukan bagi barang mewah yang masuk dalam PPnBM (Pajak Penjualan Atas Barang Mewah). https://t.co/sjrxEIemd5;1.87e+18;;;in;Jakarta, Indonesia;0.0;3.0;6.0;https://x.com/republikaonline/status/1874079504530030788;22126902.0;republikaonline;neutral
1.87e+18;Fri Dec 27 05:21:15 +0000 2024;580;BEM SI Demo Tolak PPN 12 Persen di Istana Polisi Siapkan 611 Personel https://t.co/U3pNtpYjSg;1.87e+18;;;in;;8.0;18.0;246.0;https://x.com/CNNIndonesia/status/1872513048847757373;17128975.0;CNNIndonesia;neutral
